Brand,Fabric,Bust,Height,Hip,Length,Size
3,1,34.0,5.5,40.35850099885845,1,8
3,5,38.0,5.6,37.0,1,8
1,3,32.0,5.7,40.0,1,12
3,2,34.0,5.6,40.35850099885845,1,8
2,4,36.0,5.4,42.0,3,12
1,4,36.0,5.6,36.0,1,8
2,5,36.0,5.2,38.0,1,8
4,1,32.0,5.4,36.0,1,4
3,3,36.0,5.8,38.0,1,8
2,2,36.0,5.1,40.35850099885845,3,12
2,4,34.0,5.9,41.0,1,12
4,2,30.0,5.5,48.0,1,12
4,3,32.0,5.2,36.0,2,4
1,5,34.0,5.3,38.0,1,8
2,1,36.0,5.3,36.0,1,8
1,2,34.0,5.6,40.35850099885845,1,4
1,1,36.0,5.4,40.35850099885845,1,8
1,5,34.0,5.6,39.0,1,8
2,2,32.0,5.8,35.0,1,4
1,3,34.0,5.5,34.0,1,12
4,5,34.0,5.9,40.0,1,12
1,5,36.0,5.1,38.0,1,12
4,3,34.0,5.5,38.0,1,8
2,5,34.0,5.5,41.0,3,12
3,2,34.0,5.2,43.0,1,4
2,3,32.0,5.3,33.0,1,8
2,2,34.0,5.4,37.0,1,12
4,4,36.0,5.4,41.0,2,12
2,3,36.0,5.4,40.35850099885845,1,12
2,2,34.0,5.7,39.0,1,12
1,3,34.0,5.5,35.0,1,4
2,5,36.0,5.1,42.0,2,12
2,3,36.0,5.11,34.0,3,12
1,4,30.0,5.2,39.0,1,8
4,1,36.0,5.7,40.35850099885845,2,12
2,5,36.0,5.4,40.35850099885845,2,12
3,1,34.0,5.6,40.35850099885845,1,4
1,1,34.0,5.8,37.0,1,8
1,3,34.0,5.6,39.0,1,4
2,4,34.0,5.2,38.0,1,8
2,3,36.0,5.3,38.0,2,12
4,4,35.972125253998854,5.6,40.35850099885845,1,8
2,5,34.0,5.4,40.35850099885845,3,12
1,3,32.0,5.8,40.35850099885845,1,8
2,3,34.0,5.6,42.0,1,8
3,3,34.0,5.7,37.0,2,8
3,4,30.0,5.1,40.35850099885845,1,8
3,3,34.0,5.4,43.0,3,12
4,1,38.0,5.3,40.0,1,8
2,5,36.0,5.5,35.0,1,4
4,5,34.0,5.2,37.0,2,8
2,1,36.0,5.1,34.0,1,12
4,3,36.0,5.1,38.0,1,8
3,4,34.0,5.3,39.0,1,8
1,1,34.0,5.3,37.0,1,8
2,3,34.0,5.1,40.35850099885845,2,4
3,4,36.0,5.4,40.0,1,12
2,1,34.0,5.5,40.35850099885845,1,8
3,3,34.0,5.7,39.0,1,12
1,4,32.0,5.1,40.35850099885845,2,8
2,5,34.0,5.2,40.0,1,8
4,5,30.0,5.3,37.0,1,8
3,3,32.0,5.6,34.0,1,4
3,4,36.0,5.3,40.0,1,8
4,3,36.0,5.8,44.0,1,12
3,4,32.0,5.2,38.0,2,8
1,1,34.0,5.6,35.0,1,4
4,1,36.0,5.4,43.0,3,12
4,3,36.0,5.9,40.35850099885845,1,12
3,4,36.0,5.7,35.0,1,8
2,2,34.0,5.7,38.0,1,12
3,1,36.0,5.3,40.35850099885845,1,12
3,4,34.0,5.6,34.0,1,12
2,5,32.0,5.5,40.0,3,8
1,3,35.972125253998854,5.4,40.35850099885845,1,12
2,3,36.0,5.3,40.35850099885845,1,12
1,3,34.0,5.2,38.0,1,8
4,1,34.0,5.8,39.0,1,12
4,5,38.0,5.5,46.0,1,12
1,3,34.0,6.0,36.0,5,8
2,1,34.0,5.6,40.0,1,8
2,5,32.0,5.8,35.0,1,4
1,1,36.0,5.4,40.0,1,12
4,1,38.0,5.9,47.0,1,12
2,4,32.0,5.0,39.0,1,8
4,2,34.0,5.8,40.0,1,8
4,2,34.0,5.0,40.35850099885845,1,4
2,1,34.0,5.7,40.0,3,12
1,4,34.0,5.6,41.0,2,12
3,5,36.0,5.6,40.35850099885845,1,12
3,2,34.0,5.4,39.0,1,12
3,5,34.0,5.7,36.0,1,4
4,2,34.0,5.5,40.35850099885845,1,12
1,3,32.0,4.9,38.0,2,8
1,4,34.0,5.7,40.35850099885845,1,4
3,1,32.0,5.6,36.0,1,4
1,5,32.0,5.1,40.35850099885845,1,4
2,3,38.0,5.6,34.0,1,12
1,4,32.0,5.4,35.0,1,8
4,1,38.0,5.8,40.0,1,12
2,3,32.0,5.6,40.35850099885845,1,8
1,3,34.0,5.1,39.0,1,8
2,3,32.0,5.5,40.35850099885845,1,4
1,5,34.0,5.2,38.0,1,4
3,3,34.0,5.0,35.0,2,4
4,2,34.0,5.3,36.0,1,8
1,1,34.0,5.3,40.35850099885845,1,12
4,2,34.0,5.2,39.0,1,4
4,5,30.0,5.0,40.35850099885845,1,4
1,2,34.0,5.8,39.0,1,12
2,3,34.0,5.4,41.0,1,8
1,1,36.0,5.6,43.0,3,12
1,3,34.0,5.6,37.0,1,4
3,4,35.972125253998854,5.6,40.35850099885845,1,12
2,5,32.0,5.5,33.0,1,4
3,4,36.0,5.8,40.35850099885845,1,8
4,5,38.0,5.4,40.35850099885845,3,12
1,4,32.0,5.4,40.35850099885845,1,8
1,4,34.0,5.9,38.0,1,8
2,5,34.0,5.0,40.0,2,8
2,1,38.0,5.9,38.0,1,12
4,4,32.0,5.6,35.0,1,8
1,5,36.0,5.0,38.0,2,8
1,2,36.0,5.6,38.0,1,12
3,4,36.0,5.5,38.0,1,8
1,3,34.0,5.6,35.0,1,8
3,2,38.0,5.4,33.0,2,12
1,3,36.0,5.4,38.0,1,8
2,1,32.0,5.9,39.0,1,8
1,5,34.0,5.8,36.0,1,8
1,3,30.0,5.3,36.0,2,4
4,1,34.0,5.5,35.0,2,4
2,2,36.0,5.8,41.0,1,12
3,4,32.0,5.3,40.35850099885845,1,4
2,3,38.0,5.4,42.0,1,12
2,1,35.972125253998854,5.7,40.35850099885845,1,4
2,1,34.0,5.5,40.35850099885845,1,12
4,5,34.0,5.6,34.0,1,8
1,5,34.0,5.8,40.35850099885845,1,4
4,1,32.0,5.7,37.0,1,4
2,4,36.0,5.2,39.0,3,12
1,1,34.0,5.5,36.0,1,4
2,2,32.0,5.6,40.35850099885845,1,8
4,5,36.0,5.2,40.0,1,12
1,2,30.0,5.0,40.0,1,4
3,3,34.0,5.3,40.35850099885845,1,4
2,2,36.0,5.7,39.0,3,12
4,3,34.0,5.5,38.0,1,12
2,2,32.0,5.6,40.35850099885845,1,4
4,5,36.0,5.4,40.35850099885845,1,4
3,2,34.0,5.2,40.35850099885845,1,12
1,4,30.0,5.6,32.0,3,4
3,2,34.0,5.8,38.0,1,8
1,1,34.0,5.2,39.0,1,8
1,4,34.0,5.1,40.35850099885845,2,8
3,2,36.0,5.4,41.0,1,8
1,2,36.0,5.3,40.0,1,12
1,5,34.0,5.8,40.0,3,12
3,2,36.0,5.9,40.35850099885845,1,12
3,1,34.0,5.7,35.0,1,4
1,3,32.0,5.6,33.0,1,4
3,2,32.0,5.6,32.0,1,8
3,5,35.972125253998854,5.8,40.35850099885845,1,8
2,1,36.0,5.4,40.35850099885845,2,8
3,2,36.0,5.5,39.0,2,8
2,1,34.0,5.6,40.35850099885845,1,8
1,1,34.0,5.5,42.0,1,12
3,1,34.0,5.7,44.0,1,12
1,5,32.0,5.3,37.0,1,4
1,5,36.0,5.4,40.35850099885845,1,12
1,4,34.0,5.6,41.0,1,12
2,2,34.0,5.1,40.35850099885845,1,12
3,3,38.0,5.7,38.0,1,12
4,1,36.0,5.7,40.35850099885845,1,12
4,3,34.0,5.2,43.0,1,12
4,5,36.0,5.6,42.0,1,8
4,1,34.0,5.3,40.35850099885845,1,8
4,4,32.0,5.7,38.0,2,4
2,4,34.0,5.9,38.0,3,8
2,5,34.0,5.1,37.0,2,4
3,3,35.972125253998854,5.8,40.35850099885845,1,12
2,5,34.0,5.6,39.0,3,4
1,5,36.0,5.9,40.35850099885845,1,8
4,2,32.0,5.6,38.0,1,4
2,5,36.0,5.2,40.35850099885845,2,12
4,1,32.0,5.0,32.0,2,4
2,2,32.0,5.6,38.0,1,12
4,1,32.0,5.8,40.35850099885845,1,12
2,1,34.0,5.3,40.0,1,8
2,5,36.0,5.3,40.35850099885845,2,12
1,5,32.0,5.2,35.0,1,4
2,2,30.0,5.3,34.0,1,4
4,4,34.0,5.7,34.0,1,8
1,5,32.0,5.3,39.0,1,4
3,4,36.0,5.6,41.0,1,8
4,5,34.0,5.1,38.0,1,4
4,5,32.0,5.4,36.0,1,4
2,3,32.0,5.5,38.0,1,12
2,1,34.0,5.9,38.0,2,8
1,3,36.0,5.9,40.35850099885845,1,12
3,4,34.0,5.8,39.0,5,12
4,1,36.0,5.6,40.35850099885845,1,4
2,2,34.0,5.6,38.0,1,8
4,4,38.0,5.9,44.0,1,12
4,3,34.0,5.8,35.0,3,8
2,3,34.0,5.7,40.35850099885845,3,8
2,1,32.0,5.2,36.0,1,8
4,4,34.0,5.9,35.0,1,8
2,2,34.0,5.8,40.0,1,12
4,5,34.0,5.2,43.0,1,12
3,5,34.0,5.3,40.35850099885845,1,8
3,3,32.0,5.4,38.0,1,12
1,5,34.0,5.5,40.35850099885845,1,8
1,5,40.0,5.3,40.35850099885845,1,4
1,1,28.0,5.9,37.0,3,8
1,2,32.0,5.5,39.0,1,8
1,1,32.0,5.6,36.0,1,4
2,3,38.0,5.3,40.0,1,12
4,3,34.0,5.7,37.0,1,4
2,3,36.0,5.6,44.0,3,12
2,5,34.0,5.8,40.0,1,8
2,3,32.0,5.1,40.35850099885845,1,8
1,1,38.0,5.11,40.0,3,12
4,4,34.0,5.7,40.35850099885845,1,4
1,3,34.0,5.4,41.0,1,12
1,3,38.0,5.5,40.0,1,12
1,3,34.0,5.8,40.0,3,12
4,3,34.0,5.5,38.0,2,8
1,3,36.0,5.7,40.0,1,12
1,5,32.0,5.4,36.0,1,4
1,3,32.0,5.4,35.0,1,4
4,2,34.0,5.7,40.0,1,12
4,3,32.0,5.3,40.35850099885845,1,4
4,3,34.0,5.2,39.0,1,12
3,1,36.0,5.6,45.0,1,12
1,4,36.0,5.6,35.0,1,12
3,5,35.972125253998854,5.5,40.35850099885845,1,8
4,2,32.0,5.5,37.0,2,4
1,5,36.0,5.8,40.0,1,8
2,5,34.0,5.6,40.35850099885845,1,8
2,1,38.0,5.9,41.0,1,12
3,2,35.972125253998854,5.4,40.35850099885845,1,12
1,5,32.0,5.5,35.0,1,8
4,1,36.0,5.1,40.35850099885845,1,8
3,3,34.0,5.1,40.35850099885845,1,8
1,5,34.0,5.6,37.0,1,4
2,3,34.0,5.1,36.0,1,4
4,5,30.0,5.8,40.0,1,4
3,3,32.0,5.7,40.35850099885845,3,4
4,3,34.0,5.7,40.35850099885845,1,8
1,2,34.0,5.4,40.0,1,12
3,1,34.0,5.6,37.0,1,8
4,1,34.0,5.9,36.0,1,8
3,2,32.0,5.2,37.0,1,4
3,3,34.0,5.8,40.0,3,8
4,4,34.0,5.7,39.0,1,8
2,1,32.0,5.6,38.0,1,4
4,3,36.0,5.9,38.0,1,8
4,5,34.0,5.4,36.0,1,12
1,2,34.0,5.6,38.0,1,8
1,3,36.0,5.6,40.35850099885845,1,12
3,4,32.0,5.9,35.0,1,8
4,1,36.0,5.0,40.35850099885845,1,12
1,1,36.0,5.9,43.0,1,12
3,3,34.0,6.0,40.0,1,12
1,1,34.0,5.1,33.0,1,8
3,4,34.0,5.8,42.0,1,8
4,1,34.0,5.6,43.0,1,12
3,4,32.0,5.3,40.35850099885845,1,4
2,5,36.0,5.6,40.35850099885845,1,8
2,2,32.0,5.5,35.0,1,4
3,4,36.0,5.7,40.0,1,12
2,3,36.0,5.5,33.0,1,4
3,4,34.0,5.4,40.35850099885845,1,4
1,5,32.0,5.4,40.35850099885845,1,4
2,4,34.0,5.5,40.35850099885845,1,8
2,2,35.972125253998854,5.8,36.0,1,4
1,4,32.0,5.4,37.0,1,4
3,4,36.0,5.7,44.0,1,12
1,5,34.0,5.1,34.0,1,4
4,1,34.0,5.1,40.35850099885845,1,8
3,5,34.0,5.6,38.0,1,8
4,2,34.0,5.5,40.0,2,4
2,3,32.0,5.4,40.35850099885845,1,8
1,3,34.0,5.6,40.35850099885845,1,4
2,5,38.0,5.2,42.0,1,12
2,3,36.0,5.8,35.0,1,12
4,1,32.0,5.5,34.0,2,4
3,2,32.0,5.7,36.0,1,4
4,5,32.0,5.7,36.0,1,4
3,3,32.0,5.5,38.0,1,4
4,4,34.0,5.9,38.0,1,8
1,4,32.0,5.7,40.35850099885845,1,4
1,5,34.0,5.4,35.0,1,4
3,2,34.0,5.9,38.0,1,8
1,1,38.0,5.6,48.0,1,32
2,4,36.0,5.6,40.35850099885845,1,8
2,1,36.0,5.6,40.35850099885845,1,12
1,1,35.972125253998854,5.8,52.0,4,26
2,4,36.0,5.8,49.0,1,26
3,4,36.0,5.8,44.0,3,8
3,4,44.0,5.8,49.0,1,26
1,1,38.0,5.7,40.35850099885845,1,12
3,1,38.0,5.5,42.0,1,20
3,1,38.0,5.6,40.35850099885845,1,20
2,5,36.0,5.9,47.0,1,26
1,3,38.0,5.4,43.0,1,20
4,2,36.0,5.4,40.35850099885845,2,8
4,1,36.0,5.7,39.0,1,8
3,5,36.0,5.4,47.0,1,32
3,2,32.0,5.3,38.0,1,8
4,4,36.0,5.0,36.0,1,12
3,4,36.0,5.5,43.0,4,20
3,3,38.0,5.5,35.0,1,12
1,1,38.0,5.4,48.0,1,20
3,5,42.0,5.7,42.0,5,12
2,1,42.0,5.8,50.0,1,26
1,2,34.0,5.8,41.0,1,12
4,3,38.0,5.9,40.35850099885845,1,20
1,5,32.0,4.11,35.0,2,4
2,4,36.0,5.5,43.0,1,20
1,3,34.0,5.3,40.35850099885845,1,4
2,3,38.0,5.7,45.0,1,20
2,3,38.0,5.9,45.0,1,26
4,2,42.0,5.7,35.0,1,32
1,2,38.0,5.3,45.0,1,12
4,3,40.0,5.5,40.35850099885845,3,26
4,1,40.0,5.5,40.35850099885845,3,26
1,5,34.0,5.4,34.0,2,4
2,5,34.0,5.3,39.0,1,12
1,4,36.0,5.5,39.0,1,12
3,5,36.0,5.8,44.0,3,12
4,1,32.0,5.5,39.0,1,12
1,3,32.0,5.5,40.35850099885845,1,8
2,5,42.0,5.9,50.0,1,32
1,4,34.0,5.2,40.35850099885845,1,4
2,2,34.0,5.9,44.0,1,12
1,5,36.0,5.7,39.0,1,4
2,3,38.0,5.7,47.0,1,26
3,3,34.0,5.3,40.35850099885845,1,4
